DrugName	PSS
WF10	21.30121405334721
Palifermin	21.274741591902114
Cinacalcet	21.273504230001503
Dydrogesterone	21.255763058112215
Hydroxyprogesterone caproate	21.255763058112215
Norethindrone	21.255763058112215
Norelgestromin	21.255763058112215
OspA lipoprotein	21.22287691879981
Chlorzoxazone	21.190405145508905
Selexipag	21.14636994128373
Ethanolamine Oleate	21.08620337700397
Ecabet	21.058771395688158
Erlotinib	21.05382317149195
Chloramphenicol	21.040462196076124
Celecoxib	21.031014640762944
Nimodipine	20.969134470655174
Tamoxifen	20.949791410265984
Pazopanib	19.91949140565943
Loperamide	19.71196674338234
Palbociclib	19.141537819028926
Vandetanib	18.8188392390002
Acetylsalicylic acid	18.6913842380667
Amlodipine	18.147928357526006
Fluocinonide	18.025443493814574
Drotaverine	17.84996919217766
Anti-thymocyte Globulin (Rabbit)	17.493650404519492
Felbamate	17.44227123025071
Verapamil	17.267504218145906
Ibutilide	17.14351893498948
Triflusal	17.094403234066604
Streptokinase	16.767490098118024
Vitamin E	16.760392627821886
Thalidomide	16.72248300330941
Becaplermin	16.487085667190613
Cabozantinib	16.19715297147731
Quinacrine	16.014488553303583
Lidocaine	15.975035665188345
L-Arginine	15.863517918647984
Nadroparin	15.840825572710525
Lovastatin	15.728774197928379
Felodipine	15.70891339143562
Aminocaproic Acid	15.670512368159486
Adenosine monophosphate	15.658669815315518
Estriol	15.358334347910459
Raloxifene	15.358334347910459
Estropipate	15.358334347910459
Spironolactone	15.202377827118458
Captopril	15.199783102482488
Mecasermin	15.178932879359868
Irbesartan	15.114388280504983
Biotin	15.097059632890394
Naloxone	15.077160286196644
Choline	14.954823766967188
Ifenprodil	14.944822126532411
Minocycline	14.744922518123147
Anistreplase	14.594516898740364
Reteplase	14.594516898740364
Alteplase	14.594516898740364
Cinchocaine	14.541643335554555
Benzatropine	14.302431787546224
Pimecrolimus	14.251490867806778
Lithium	14.251384928981517
Ethinyl Estradiol	13.881499935295833
Sodium Tetradecyl Sulfate	13.83785335802415
Etoricoxib	13.75128852864839
Ibuprofen	13.697335645218434
Dexamethasone	13.514130626489619
Levonorgestrel	13.372353148190228
Hydrocortisone	13.11621289037077
Amcinonide	13.11621289037077
Fluticasone Propionate	13.044550020260138
Megestrol acetate	12.915789758978704
Mifepristone	12.915789758978704
Progesterone	12.915509209345494
Phenformin	12.659598851968745
Icosapent	12.597193936978822
Tiludronate	12.470446481515843
Intravenous Immunoglobulin	12.234107815166286
Tetrahydrobiopterin	12.193929654550802
Crizotinib	12.185710580101665
Phenytoin	12.04509836014911
Bepridil	11.966831265683615
Interferon gamma-1b	11.932477987854073
Aluminium	11.878059198795548
Dronedarone	11.82576778920076
Cyclothiazide	11.79842724506226
Trichlormethiazide	11.79842724506226
Ampicillin	11.600801790397737
Dextrothyroxine	11.558363364994209
Levothyroxine	11.558363364994209
Liotrix	11.558363364994209
Liothyronine	11.558363364994209
Dextromethorphan	11.532395070263616
Cyclosporine	11.401573990648748
Trastuzumab	11.343096033514353
Abciximab	11.327024290978537
Paclitaxel	11.317454547709179
Docetaxel	11.317454547709179
Crofelemer	11.306469736163429
Memantine	11.294192319374776
Hydroflumethiazide	11.258113869935674
Cyclandelate	11.255830697187923
Procainamide	11.191148941327704
Flunarizine	11.052616643597219
Tolbutamide	11.013978390019913
Glycodiazine	11.013978390019913
Quinidine	11.003945307861716
Propafenone	11.003945307861716
Riluzole	10.97864533629247
Sulindac	10.977727357779761
Dabrafenib	10.93723638459731
Ranolazine	10.928042867943322
Sertraline	10.92528532357302
Danazol	10.882566802397946
Astemizole	10.872468794881026
Sirolimus	10.864458056463997
Mexiletine	10.834030610272137
Minoxidil	10.82307940757636
Chlorphenamine	10.795459521737392
Buprenorphine	10.794580510575987
Fentanyl	10.794580510575987
Nalbuphine	10.794580510575987
Naltrexone	10.794580510575987
Butorphanol	10.794580510575987
Morphine	10.794580510575987
Levorphanol	10.794580510575987
Eluxadoline	10.794580510575987
Diphenoxylate	10.794580510575987
Oxymorphone	10.794580510575987
Dextropropoxyphene	10.794580510575987
Hydromorphone	10.794580510575987
Sufentanil	10.794580510575987
Remifentanil	10.794580510575987
Alvimopan	10.794580510575987
Hydrocodone	10.794580510575987
Heroin	10.794580510575987
Codeine	10.794580510575987
Flecainide	10.793757333894234
Hexylcaine	10.793757333894234
Phenmetrazine	10.78279212265963
Diethylpropion	10.78279212265963
Lisdexamfetamine	10.779439505264646
Modafinil	10.779439505264646
Guanidine	10.758404721919618
Omalizumab	10.755310722415768
Benzylpenicilloyl Polylysine	10.73360358714661
Blinatumomab	10.727383346384613
Cromoglicic acid	10.680180379226316
Levocabastine	10.677725038651802
Dimetindene	10.674208318797913
Buclizine	10.674208318797913
Doxylamine	10.674208318797913
Cyclizine	10.669961778229425
Histamine Phosphate	10.662280735837772
Botulinum Toxin Type A	10.61432400658411
Dinoprost Tromethamine	10.582645694213639
Epoprostenol	10.573184970641863
Acetazolamide	10.572036136630791
Baclofen	10.56017689587971
Tetracycline	10.542419012236929
Tenecteplase	10.42489391291049
Ethanol	10.319112016964093
Diethylstilbestrol	10.262156109645966
Estradiol	10.260086353166074
Gabapentin	10.24737926382465
Ulipristal	10.120675212699142
Aprotinin	10.092628028009866
Ranibizumab	10.059850539204957
Hyaluronidase (Human Recombinant)	9.915969489628397
Hyaluronidase	9.915969489628397
Cetuximab	9.672036976205133
Ketobemidone	9.657894342813831
Coagulation Factor IX	9.583798209608501
Cinnarizine	9.581271884575033
Phosphatidylserine	9.451130595859386
Apremilast	9.449099319395469
Insulin, porcine	9.44232350357736
Fluoxymesterone	9.374672259846296
Caffeine	9.165527693248166
Insulin Regular	9.110966872780864
Ibudilast	9.053629925863724
Nicardipine	9.04400262621469
Pranlukast	9.040160169898394
Diazoxide	8.975390730579988
Hyaluronic acid	8.95130049995448
Adenosine triphosphate	8.838605026125911
Isoflurane	8.777234007001617
Atomoxetine	8.718916344807507
Phenobarbital	8.704855971929266
Efalizumab	8.697458326238255
Trifluoperazine	8.685229906774355
Drospirenone	8.596075105002535
Amrinone	8.501840335821104
Pomalidomide	8.492027774423397
Urokinase	8.410015530676516
Pseudoephedrine	8.340325591258157
Denileukin diftitox	8.209849599781444
Aldesleukin	8.209849599781444
Coagulation factor VIIa	8.098016602060916
Niflumic Acid	8.09444070266222
Daclizumab	8.04741118857775
Leflunomide	8.012681997356756
Aminophylline	7.958181976431218
Trilostane	7.859159855028641
Miconazole	7.77962259572867
Acetylcysteine	7.768641500946497
Estramustine	7.693579728319485
Amiloride	7.638811540982946
Glucosamine	7.63538022672891
Fluspirilene	7.488635617840523
Atorvastatin	7.48500083417069
Bevacizumab	7.440495478934424
Tofisopam	7.4292616818089305
Methadone	7.411119496183574
Chloroprocaine	7.401025567586901
Perphenazine	7.377916640776257
Fluphenazine	7.377916640776257
Basiliximab	7.377064211611702
Pioglitazone	7.3736239189141
Rosiglitazone	7.3736239189141
Glimepiride	7.372182832839533
L-Citrulline	7.301726199696792
Milnacipran	7.292253858114695
Dexmethylphenidate	7.285758627312006
Duloxetine	7.285758627312006
Venlafaxine	7.285758627312006
Mazindol	7.285758627312006
Methylphenidate	7.285758627312006
Sibutramine	7.285758627312006
Pentobarbital	7.254516728649542
Secobarbital	7.254516728649542
Melatonin	7.222395205076933
Ocriplasmin	7.219036364136572
Butriptyline	7.212919318464974
Escitalopram	7.200948880809031
Oxycodone	7.198028861214627
Bupropion	7.188528081773085
Treprostinil	7.188325455893986
Benzphetamine	7.18629300350976
Tinzaparin	7.1521537129504145
Alemtuzumab	7.149455866646666
Palivizumab	7.149455866646666
Olopatadine	7.13974693623311
Vitamin C	7.1204097977816225
Bendroflumethiazide	7.067127432630832
L-Glutamine	7.038526117760632
Ezetimibe	7.036999760359704
Hesperetin	7.034959814169354
Parecoxib	6.9185704972281705
Bromfenac	6.876174098573326
Lumiracoxib	6.876174098573326
Diflunisal	6.876174098573326
Fenoprofen	6.876174098573326
Oxaprozin	6.876174098573326
Naproxen	6.876174098573326
Tenoxicam	6.876174098573326
Meloxicam	6.876174098573326
Antrafenine	6.876174098573326
Piroxicam	6.876174098573326
Tiaprofenic acid	6.876174098573326
Magnesium salicylate	6.876174098573326
Dihomo-gamma-linolenic acid	6.876174098573326
Mefenamic acid	6.876174098573326
Salsalate	6.876174098573326
Suprofen	6.876174098573326
Tolmetin	6.876174098573326
Nabumetone	6.876174098573326
Ketorolac	6.876174098573326
Lornoxicam	6.876174098573326
Antipyrine	6.876174098573326
Flurbiprofen	6.876174098573326
Salicylate-sodium	6.876174098573326
Acetaminophen	6.876174098573326
Phenylbutazone	6.876174098573326
Trisalicylate-choline	6.876174098573326
Carprofen	6.876174098573326
Nepafenac	6.876174098573326
Acamprosate	6.806774759839993
Amiodarone	6.68523604050949
Halothane	6.665067021232311
Iloprost	6.546361621890316
Alefacept	6.436221360534196
Tositumomab	6.434836369820119
Muromonab	6.409221228745508
Natalizumab	6.39506771113752
Ginseng	6.259834694430568
Pethidine	6.166752551733032
Adalimumab	6.143737994412967
Vinblastine	5.972593987186829
Roflumilast	5.900735774153334
Gemtuzumab ozogamicin	5.870045809271671
Ibritumomab	5.850146469380579
Rituximab	5.850146469380579
Bumetanide	5.668283603665341
Adenine	5.661323204934571
Ketotifen	5.622544037711522
Pimozide	5.620412074950671
Vorinostat	5.495543038309508
Tapentadol	5.47188967226362
Levosimendan	5.446712327587074
Cocaine	5.436562618191716
Citalopram	5.410027259883732
Disopyramide	5.408806265899431
Dextroamphetamine	5.391396061329815
Balsalazide	5.3781294449519494
Hydrochlorothiazide	5.361644614204205
Glyburide	5.320454827661192
Pramlintide	5.250345516244942
Gliclazide	5.221354275946329
Lenalidomide	5.221033513985343
Etanercept	5.220582386772783
Haloperidol	5.177638052899438
Etodolac	5.086968751043511
Clenbuterol	5.053441348648808
Oxtriphylline	4.962648024040875
Siltuximab	4.947669200254393
Doxapram	4.796687512827412
Sargramostim	4.789153799396039
Nimesulide	4.734098237382936
Aflibercept	4.660313573395681
Ketoprofen	4.5956595583723105
Salicylic acid	4.58457670086403
Flurandrenolide	4.575816595521776
Flumethasone Pivalate	4.575816595521776
Methylprednisolone	4.575816595521776
Beclomethasone	4.575816595521776
Rimexolone	4.575816595521776
Paramethasone	4.575816595521776
Desonide	4.575816595521776
Alclometasone	4.575816595521776
Flunisolide	4.575816595521776
Betamethasone	4.575816595521776
Medrysone	4.575816595521776
Budesonide	4.575816595521776
Clocortolone	4.575816595521776
Cortisone acetate	4.575816595521776
Hydrocortamate	4.575816595521776
Halobetasol Propionate	4.575816595521776
Difluprednate	4.575816595521776
Ciclesonide	4.575816595521776
Prednicarbate	4.575816595521776
Clobetasol propionate	4.575816595521776
Fluorometholone	4.575816595521776
Loteprednol	4.575816595521776
Prednisolone	4.575816595521776
Desoximetasone	4.575816595521776
Fluticasone furoate	4.575816595521776
Fluocinolone Acetonide	4.575816595521776
Triamcinolone	4.575816595521776
Diflorasone	4.575816595521776
Mometasone	4.575816595521776
Bicalutamide	4.530445475300011
Nandrolone decanoate	4.530445475300011
Nandrolone phenpropionate	4.530445475300011
Oxandrolone	4.530445475300011
Testosterone Propionate	4.530445475300011
Methyltestosterone	4.530445475300011
Drostanolone	4.530445475300011
Nilutamide	4.530445475300011
Cyproterone acetate	4.530445475300011
Enzalutamide	4.530445475300011
Testosterone	4.530445475300011
Mesalazine	4.447005489341002
Aminosalicylic Acid	4.423465537526339
Orphenadrine	4.408606600919782
Sevoflurane	4.379598539175425
Desflurane	4.379598539175425
Methoxyflurane	4.379598539175425
Phentermine	4.378644929204395
Promethazine	4.3456048807582865
Heptabarbital	4.344462600350483
Butabarbital	4.344462600350483
Talbutal	4.344462600350483
Aprobarbital	4.344462600350483
Butethal	4.344462600350483
Amobarbital	4.344462600350483
Methylphenobarbital	4.344462600350483
Hexobarbital	4.344462600350483
Butalbital	4.344462600350483
Primidone	4.344462600350483
Carvedilol	4.282767737076113
Methsuximide	4.155401384430783
Ethosuximide	4.155401384430783
Trimethadione	4.155401384430783
Menadione	3.9388307699287672
Telmisartan	3.8807266215002985
Repaglinide	3.8782412009093474
Glipizide	3.8782412009093474
Nateglinide	3.8782412009093474
Mitiglinide	3.8782412009093474
Paramethadione	3.8728524264265283
Indomethacin	3.8546543069822916
Pyruvic acid	3.7302350716881563
Olaparib	3.7191296248552907
Enflurane	3.6655195110476035
Theophylline	3.6413631472868584
Thiopental	3.632543779252161
Marimastat	3.5998646598764545
Cariprazine	3.582025589443266
Antihemophilic Factor (Recombinant)	3.571357468298923
Cyproheptadine	3.565796119097903
Brompheniramine	3.562045433470467
Epinastine	3.558074705619872
Tolazoline	3.5540937008355926
Glycine	3.4711517598288615
Dyphylline	3.429635496703795
Cerulenin	3.3709888470973466
Orlistat	3.3709888470973466
Panobinostat	3.304714829871263
Vorapaxar	3.2691734292397454
golimumab	3.232767020198405
Infliximab	3.232767020198405
Certolizumab pegol	3.232767020198405
Tramadol	3.218822340183696
Procaine	3.1460170001712844
Bethanidine	3.124749011767402
Amitriptyline	3.1160865937337885
Bezafibrate	3.1154075262056478
Sulfasalazine	3.1128773472372138
Trazodone	3.1085699338759167
Zuclopenthixol	3.0633488922886634
Fludrocortisone	3.036092996031251
Auranofin	2.8298470697552105
Nicotine	2.8288146309394637
Meclofenamic acid	2.828180335722197
Rivaroxaban	2.817521722393677
Edoxaban	2.817521722393677
Apixaban	2.817521722393677
Phenoxybenzamine	2.7797142719483805
Methamphetamine	2.736653424930389
Abiraterone	2.7048481356000433
Drotrecogin alfa	2.6585465290669923
Misoprostol	2.6540716806702647
Capsaicin	2.5850368612622936
Dalteparin	2.567697401860771
Tris	2.542427768358693
Permethrin	2.5026822688978347
Phenacemide	2.5026822688978347
Phenazopyridine	2.5026822688978347
Oxymetholone	2.4555881421062224
Nefazodone	2.444556841937458
Ketoconazole	2.4304291935624556
Flutamide	2.30549623726448
Prednisone	2.3027541247369716
Mirtazapine	2.291082432897782
Metyrapone	2.208086468931469
Zonisamide	2.2006453750150414
Imipramine	2.0912069865581215
Mianserin	2.0711247346082544
Dopamine	2.018505691516023
Ephedra	2.0110335081691613
Lutropin alfa	2.005694326434869
Dinoprostone	1.9905537605026986
Corticotropin	1.9644190682192795
Iloperidone	1.962596350587529
Eflornithine	1.9621532976210927
Spermine	1.9621532976210927
Trimipramine	1.9019201461308883
Valproic Acid	1.862179724016088
Chlorpromazine	1.8451648525972382
Diclofenac	1.815142396241866
Chlorprothixene	1.7909258483388044
Cosyntropin	1.591423205510504
Alprostadil	1.58508610331769
Amoxapine	1.5544437257208696
Gemfibrozil	1.553992654288422
Clofibrate	1.553992654288422
Fenofibrate	1.553992654288422
Maraviroc	1.5483076953856973
Sucralfate	1.5477983283454424
Risperidone	1.5436421912615816
Propiomazine	1.5351780067861935
Promazine	1.5351780067861935
Rufinamide	1.4993948739876373
Amphetamine	1.476376730471485
Loxapine	1.4538608922291483
Nicotinamide	1.417155856552519
Fondaparinux sodium	1.4124699023673264
Enoxaparin	1.4124699023673264
Yohimbine	1.4015556118953372
Zidovudine	1.3889766089505842
Pentosan Polysulfate	1.3786122764541093
Paliperidone	1.3522575321012673
Aspartame	1.292518430631138
Levetiracetam	1.2763364243866653
Secukinumab	1.2738830727260548
Maprotiline	1.2604767586623744
Cetrorelix	1.1980586254224534
Buserelin	1.1980586254224534
Goserelin	1.1980586254224534
Chloroquine	1.1980458196833708
Ketamine	1.1892563643610008
Methotrimeprazine	1.131186204714725
Mitotane	1.1242742877785452
Olsalazine	1.1212880366965712
ART-123	1.0971528120092346
Asenapine	1.0919749660793272
Anastrozole	1.0624484446664042
Exemestane	1.0624484446664042
Testolactone	1.0624484446664042
Letrozole	1.0624484446664042
Desipramine	1.0606726946496594
Felypressin	1.0550211901625088
Metyrosine	1.0372251606381981
L-Tyrosine	1.0372251606381981
Menotropins	1.0203590243175886
Choriogonadotropin alfa	1.0203590243175886
Doxepin	1.0128438864160318
Mepolizumab	0.9623175228670474
Nortriptyline	0.9604560637130704
Denosumab	0.9503168422347907
Heparin	0.9489005521185447
Clozapine	0.9447973895543724
Aripiprazole	0.9054326008964501
Ziprasidone	0.9054326008964501
Quetiapine	0.8692705734582347
Natural alpha interferon	0.8663885389913819
Nitrazepam	0.8361078392382252
Topiramate	0.8361078392382252
Azacitidine	0.7947833850184983
Flucytosine	0.7947833850184983
Decitabine	0.7947833850184983
Fomepizole	0.7909025819200052
Interferon beta-1b	0.7733750389683443
Peginterferon alfa-2a	0.7733750389683443
Interferon alfa-n1	0.7733750389683443
Peginterferon alfa-2b	0.7733750389683443
Interferon alfa-n3	0.7733750389683443
Interferon Alfa-2a, Recombinant	0.7733750389683443
Interferon alfacon-1	0.7733750389683443
Interferon beta-1a	0.7733750389683443
Interferon Alfa-2b, Recombinant	0.7733750389683443
Tamibarotene	0.7680743511905862
Cefdinir	0.7671395723171425
Streptozocin	0.7578123842985475
Carbocisteine	0.7213355922107137
Terlipressin	0.7096545505612128
Desmopressin	0.7096545505612128
Vasopressin	0.7096545505612128
Voacamine	0.6975244815846069
Roxithromycin	0.6975244815846069
Collagenase clostridium histolyticum	0.6940837917503672
Olanzapine	0.6863804853842049
Serum albumin iodonated	0.6627362731751242
Human Serum Albumin	0.6627362731751242
Isotretinoin	0.6543269794536605
Aminoglutethimide	0.6254984126799269
Triamterene	0.6075945375523208
Alitretinoin	0.5884896486239093
Acitretin	0.5884896486239093
Adapalene	0.5884896486239093
Ixabepilone	0.5628229477124768
Conivaptan	0.5369715748886525
Tolvaptan	0.5369715748886525
Sitaxentan	0.5307329279537153
Ambrisentan	0.5307329279537153
MACITENTAN	0.5307329279537153
Bosentan	0.5307329279537153
Canakinumab	0.5276038975056941
L-Tryptophan	0.5256392868184017
Clofazimine	0.5233852444487866
Bivalirudin	0.5191078605227009
Proflavine	0.5191078605227009
Argatroban	0.5191078605227009
Dabigatran etexilate	0.5191078605227009
Ximelagatran	0.5191078605227009
Lepirudin	0.5191078605227009
L-Phenylalanine	0.518616532383985
Bexarotene	0.512823861721881
Teriparatide	0.5060185068974951
Preotact	0.50475213121346
Tazarotene	0.5041514442715299
Rilonacept	0.4988325151156943
Ergocalciferol	0.48562574349924004
Paricalcitol	0.48562574349924004
Calcidiol	0.48562574349924004
Cholecalciferol	0.48562574349924004
Calcipotriol	0.48562574349924004
Dihydrotachysterol	0.48562574349924004
Calcitriol	0.48562574349924004
Isopropyl Alcohol	0.4853347615782487
Somatropin recombinant	0.45035862085323464
Dicoumarol	0.43800905927813744
L-Serine	0.43127114563831276
Halofantrine	0.420376206807226
Iron Dextran	0.4156081341240803
Sacubitril	0.4033557119935965
Triptorelin	0.3904229244100414
Ganirelix	0.3904229244100414
Degarelix	0.3904229244100414
Nafarelin	0.3904229244100414
Leuprolide	0.3904229244100414
Abarelix	0.3904229244100414
Gonadorelin	0.3904229244100414
Eprosartan	0.38782912434161343
Forasartan	0.38782912434161343
Valsartan	0.38782912434161343
Losartan	0.38782912434161343
Candesartan	0.38782912434161343
Olmesartan	0.38782912434161343
Azilsartan medoxomil	0.38782912434161343
Saprisartan	0.38782912434161343
inhaled insulin	0.38757376955103373
Dalfampridine	0.38684348875622404
Zileuton	0.3865452719332037
Masoprocol	0.3865452719332037
Methylnaltrexone	0.38605268605044685
Alfentanil	0.38605268605044685
Pentazocine	0.38605268605044685
Dezocine	0.38605268605044685
Ethylmorphine	0.38605268605044685
Levallorphan	0.38605268605044685
Naloxegol	0.38605268605044685
Anileridine	0.38605268605044685
Methadyl Acetate	0.38605268605044685
Chlorpropamide	0.38285801268771846
Clodronate	0.3713221183459329
L-Cystine	0.369776174948023
Flavin adenine dinucleotide	0.3637682821148879
Ustekinumab	0.35408587568033345
AST-120	0.34159176365672234
Tyloxapol	0.34159176365672234
Pentoxifylline	0.34095915922410536
Amantadine	0.33402666418817156
Regadenoson	0.33119939207865495
Enprofylline	0.32777037745334386
Tocilizumab	0.32765736529618317
Theobromine	0.3208672100504303
Arcitumomab	0.3152240052627084
Epinephrine	0.3147549229365201
Mimosine	0.31257247754524947
Papaverine	0.3113153561534312
Dofetilide	0.31100935887048253
Ciprofloxacin	0.3053341446284805
Amsacrine	0.3053341446284805
Vardenafil	0.30018443234193126
Sildenafil	0.30018443234193126
Fluvoxamine	0.2916916366167563
Fluoxetine	0.2916916366167563
Clarithromycin	0.28836032554396634
Dipyridamole	0.28213125206053813
Rifabutin	0.27947468486283883
Dihydroxyaluminium	0.2790342935102325
Sulfinpyrazone	0.2757818568062862
Sipuleucel-T	0.2701383426502249
Ibandronate	0.2594009764941633
Pamidronate	0.2594009764941633
Risedronate	0.2594009764941633
Zoledronate	0.2594009764941633
Alfacalcidol	0.2502384935073985
Peginesatide	0.24804197295516103
Epoetin Zeta	0.24804197295516103
Darbepoetin alfa	0.24804197295516103
Epoetin alfa	0.24804197295516103
Suramin	0.24136051040970047
Candoxatril	0.24069113240085913
S-Adenosylmethionine	0.23670671973453783
Bortezomib	0.23593011697223334
Ethopropazine	0.2306360293468877
Isoniazid	0.2250222469337574
Pentostatin	0.22381457370081362
Sotalol	0.21582015800877766
Gliquidone	0.20789975278892056
Pegvisomant	0.20770042489744764
Menthol	0.202991806977472
Montelukast	0.20256050524730213
Formoterol	0.1989158037954652
Arformoterol	0.1989158037954652
Bambuterol	0.1989158037954652
Procaterol	0.1989158037954652
Indacaterol	0.1989158037954652
Vilanterol	0.1989158037954652
Terbutaline	0.1989158037954652
Olodaterol	0.1989158037954652
Ritodrine	0.1989158037954652
Salmeterol	0.1989158037954652
Orciprenaline	0.1989158037954652
Tasosartan	0.1939145621708059
Diethylcarbamazine	0.1938026218809438
Idarubicin	0.19029171768211364
Fleroxacin	0.19029171768211364
Enoxacin	0.19029171768211364
Sparfloxacin	0.19029171768211364
Norfloxacin	0.19029171768211364
Teniposide	0.19029171768211364
Moxifloxacin	0.19029171768211364
Finafloxacin	0.19029171768211364
Valrubicin	0.19029171768211364
Mitoxantrone	0.19029171768211364
Trovafloxacin	0.19029171768211364
Levofloxacin	0.19029171768211364
Lomefloxacin	0.19029171768211364
Ofloxacin	0.19029171768211364
Pefloxacin	0.19029171768211364
Doxorubicin	0.19029171768211364
Ginkgo biloba	0.18592976894156982
Gallium nitrate	0.18554422128165662
Erythromycin	0.18475800706821977
L-Histidine	0.17991191844953852
Clomipramine	0.1737062629449068
Gentamicin	0.16579471354585043
Mefloquine	0.16570391105189827
Nedocromil	0.16569543978362358
Hydroxychloroquine	0.16467304176008435
Thyrotropin Alfa	0.1604205933590235
Hemin	0.15259312305156386
Podofilox	0.15248538819510976
Protriptyline	0.1491984357033664
Desvenlafaxine	0.1491984357033664
Levomilnacipran	0.1491984357033664
Cisapride	0.14764092744536214
Cholic Acid	0.1459410508564739
Dexfenfluramine	0.14584581830837764
Probucol	0.14545146046750643
Itraconazole	0.14542970937120292
Metronidazole	0.14542970937120292
Tioconazole	0.14542970937120292
