GeneSymbol	RWR_Score
GNAI1	0.0003890125418544355
GNAI2	0.00038812943607614196
GNAI3	0.0003857240314849539
CACNA1C	0.0003767321257049811
NR3C1	0.0003689601748213081
AKT1	0.0003654497417730681
CD247	0.000365139266741539
NOTCH1	0.0003629717934097897
CNTFR	0.0003621232167271405
GRB2	0.00035915208696198786
ITGB3	0.00035498714178793867
CFL1	0.000353276508392143
MIR519A1	0.0003529379086521905
MIR519A2	0.0003529379086521905
CD4	0.00034918245795731906
PLAUR	0.00034461796494329684
CFL2	0.00034088222562889635
GATA4	0.00033892613457263534
GP6	0.00033602034072128487
AKT2	0.00033518950324135094
DNM1	0.00033480001197974934
ACKR3	0.00033392385845531906
AKT3	0.00033356506393785503
MMP14	0.00033280795249278594
DNM2	0.00033181321551983096
KLRK1	0.00033177520318999627
KLRC4-KLRK1	0.00033177520318999627
KLK3	0.00033083811969691153
PRL	0.00033071388824546574
FASN	0.0003301749803842964
PTH	0.00032987839064747826
ATG16L2	0.0003296422825449231
COCH	0.00032963071055967254
MAGEL2	0.00032946443098409234
PLOD1	0.00032915360501567395
RRAGC	0.00032915360501567395
RRAGD	0.00032915360501567395
MAPK9	0.000328182238120979
MAPK10	0.00032815878162050237
SMAD4	0.00032572560273833734
BECN1	0.00032144983276561885
ARHGEF1	0.00032121062535214783
TYK2	0.0003196896187051302
NFKB1	0.00031656489005469127
ARHGEF12	0.00031324083644346544
RAC2	0.00031159689232383107
MYC	0.00030917148451982217
MAPK12	0.00030851657871996637
MAPK13	0.0003084266244056541
RAC3	0.00030306774125076516
EPHB3	0.00029418095906024616
CASP9	0.0002925612303860052
GLI1	0.0002902012510118949
AKT	0.0002855088772315329
STAT1	0.0002850331627377665
KRAS	0.0002849705716301113
CDK1	0.0002755899684527165
NOS2	0.00027415368242924675
STK3	0.00027147008048095204
ITGA2B	0.00026833628878258973
MAP3K7	0.00026531539159725323
ILK	0.00025819129278161217
HRAS	0.00025766406783802855
MAP2K4	0.0002541133385430143
MAP3K5	0.00025340085474929216
CASP8	0.00025333563552842783
GLI2	0.0002450512017454466
NLRP1	0.0002450033807520929
NEK6	0.00024381818181818177
NEK7	0.00024381818181818177
NOTCH2	0.0002401768369278203
VAV2	0.00023926224614399745
TIAM1	0.00023713858999832826
CCNB2	0.00023680465762049402
PTTG1	0.00023651733362897552
NOTCH	0.0002338024459125154
BIRC2	0.000232563759598771
JNK	0.00023118118375249391
PLCG1	0.00023035265850713938
RPTOR	0.00023022912030604484
STAT5A	0.00022688640188595866
C3AR1	0.00022472887008125243
EIF4E	0.00022456749733074517
CCND1	0.0002243812941147833
WNT11	0.00022423588526337883
CR1	0.0002228247350429309
C5	0.0002228247350429309
STAT5B	0.00022275955989359215
p38	0.00022205346377518557
EIF4E2	0.00022154037861836135
EIF4E1B	0.00022154037861836135
F11	0.00022043577591774805
INSIG2	0.00022029330250607622
PTTG2	0.00021986099432523022
CBX4	0.00021956464083368543
KLKB1	0.0002194922766144261
IL20RB	0.0002194761020433711
FOXG1	0.0002194388588844229
PAX9	0.0002194387529347427
GNA13	0.00021772953879887498
MYD88	0.0002164515425727084
SLC8A1	0.0002159810708141631
DAXX	0.00021400450461942652
MAPK1	0.0002115586101376604
TGFBR1	0.00021096661642952498
MAPK3	0.00021095939626632632
BIRC5	0.00021031473460389867
XIAP	0.0002082524512781651
PTPN11	0.00020780575869400788
CHEK1	0.0002063160327304184
TAL1	0.00020399558869286033
BIRC3	0.00020267515761049275
CASP7	0.0002020467121160535
GNAO1	0.00019748761274076914
FADD	0.0001962185883630241
BID	0.00019411041585529757
VEGFA	0.00019059250641529447
RASA1	0.00019027263129746717
MTOR	0.00018864755905759312
IRS1	0.00018642990299125967
PTK2	0.00018293657342951679
ABL2	0.0001806450836705999
SMAD1	0.0001763747801013735
ESR1	0.00017288446316643947
BECN2	0.0001726223909011876
PIK3CG	0.00016784770538195559
SMAD5	0.00016763555549529442
ROBO1	0.00016742713052597248
ROBO2	0.00016735168502126743
DVL1	0.0001661435609093776
DVL2	0.00016598879094489893
SHC3	0.00016573251418778778
INHBA	0.00016572436502801925
INHBE	0.00016530927779160744
INHBC	0.00016530927779160744
INHBB	0.00016530927779160744
ROBO4	0.00016476154793809258
CD97	0.0001645806223707784
GPC1	0.00016457680250783698
PLCB3	0.00016378113915312375
MIR200C	0.00016212719410349164
MAP2K1	0.0001616427052531029
DVL3	0.00016075618124957168
PLCB1	0.00016009837780298013
PLCB4	0.0001600292663641543
PLCB2	0.0001600292663641543
APAF1	0.0001597040769600403
FAF1	0.00015719808473492678
BCL2L2	0.0001568240494933216
PRKCB	0.0001563405623188669
JUN	0.0001553851413220091
NGEF	0.00015508639100501203
INSR	0.0001507002251281435
DCC	0.00014879455895168292
STK4	0.00014810753022574362
PLXNA2	0.00014795948588857574
PLXNA1	0.0001479481673216105
PLXNA4	0.0001479481673216105
PLXNA3	0.0001479481673216105
FOXO3	0.00014749702875297154
PTPN6	0.00014599828118029755
KIT	0.00014546446970220382
ITGAV	0.00014532295430010896
BAD	0.00014530262923024515
MAP2K3	0.00014200214915019207
CYP2E1	0.00014193515887979776
CCR2	0.00014191192188029488
RIPK2	0.00014176346567125028
CDKN1B	0.00013998675252306923
DDIT3	0.00013985451387527303
TNF	0.00013982500878551
ESPL1	0.00013785221107997462
CIITA	0.00013742339436753476
NFKB2	0.00013698003889679673
UNC5B	0.00013617339987448965
UNC5A	0.00013617339987448965
UNC5C	0.00013617339987448965
UNC5D	0.00013617339987448965
FOXM1	0.00013547041487158023
ICAM1	0.00013467027617617956
F7	0.00013447848990818574
FGFR4	0.00013369188316690651
RRAS	0.00013358334397159938
MAP2K6	0.00013352783840556417
MIR181A1	0.0001335126352671093
SOS1	0.00013336941455886276
MAP2K2	0.00013315518740292476
SFTPD	0.0001324124870825586
ITGB1	0.0001322163094135539
CYP3A7	0.00013210109315986483
SLC5A3	0.00013179430704068185
AKR1B1	0.00013179430704068185
IRS4	0.0001316495505810467
SHC1	0.0001303131310055417
SOS2	0.00012925796969681484
ATG12	0.00012883477460032828
KIR3DL1	0.00012647477949114016
CDH1	0.0001263423594985312
ATG5	0.00012625293017857296
PDGFRA	0.00012598494233981414
FGFR3	0.0001256216769495493
RRAS2	0.00012495308023119598
KIR2DL1	0.00012462796416616958
SREBF1	0.00012439193376918462
PPP2CA	0.0001242831374590179
MRAS	0.0001238893910395836
NCK2	0.00012272159633501696
MMP1	0.00012255931797621817
SOD1	0.00012215142521554266
PPP2CB	0.00012079988763989688
TRAF2	0.00012004039261091724
CRK	0.00011997755697468791
MIR200B	0.00011897882474867605
MIR200A	0.0001188602768779432
MIR429	0.0001188602768779432
PSEN1	0.00011882872836515131
PRKN	0.00011853381792810576
SHC2	0.00011838785527923738
SHC4	0.00011838785527923738
LRP5	0.0001172230041513256
BIK	0.00011720412583687973
GIT1	0.00011586713027777748
MMP3	0.00011453322734404113
CAMK2A	0.0001142879925016065
CAMK2D	0.00011428600399486178
MIR141	0.00011414641697110992
HTRA2	0.00011411111905255023
CAMK2G	0.0001138873093354087
CAMK2B	0.0001138873093354087
EPHB2	0.00011272093313112076
TRAF6	0.00011198937533725336
CAMK4	0.00011161034091131514
MAPK6	0.00011138479667903335
APC	0.00011126676505716111
MAVS	0.00011113560609683471
PRLR	0.00011002568758568707
PARG	0.00010975970940128587
EPHB4	0.00010975743708343485
EPHB6	0.00010972021520283106
EPHB1	0.00010972021520283106
CRKL	0.0001090052063930294
GNA12	0.00010552164121376803
MAP3K3	0.0001046405730803835
RPS6KB1	0.00010430024404537107
TNFRSF6B	0.00010365639506981246
MMP2	0.00010285778325783798
ATP1B1	0.0001019869579998177
KIR2DL4	0.00010054434750593438
ZEB1	0.00010008946518371082
CD8A	9.961784936833617e-05
KLRC3	9.960189470146024e-05
KIR2DL3	9.937356098751093e-05
KIR3DL3	9.937356098751093e-05
CD8B	9.933213295145147e-05
KLRC1	9.930941217675404e-05
KLRD1	9.909822286781882e-05
KIR3DL2	9.909822286781882e-05
KIR2DS5	9.909822286781882e-05
KLRC4	9.909822286781882e-05
KIR2DS4	9.909822286781882e-05
KLRC2	9.909822286781882e-05
KIR2DS2	9.909822286781882e-05
KIR2DS3	9.909822286781882e-05
KIR2DS1	9.909822286781882e-05
KIR2DL2	9.909822286781882e-05
KIR2DL5A	9.909822286781882e-05
PRKAA2	9.897418377068074e-05
PRKAA1	9.870409881371999e-05
PRKAG3	9.819082609112483e-05
ID1	9.782431689845988e-05
CDX2	9.732757393385064e-05
FOXO4	9.731806330265781e-05
PRKAG1	9.724992087545169e-05
PRKAB2	9.72439773980835e-05
PRKAG2	9.72439773980835e-05
GABARAP	9.704715946968952e-05
GABARAPL2	9.6228041606286e-05
FLT4	9.618832314037231e-05
GABARAPL1	9.614113982999387e-05
ID3	9.550103378372346e-05
SMAD7	9.546018259314159e-05
PIK3R6	9.540276259113228e-05
PIK3R5	9.540276259113228e-05
SKP2	9.506996729476187e-05
SIRT2	9.484176624900631e-05
KMT5A	9.467663873294119e-05
RUNX2	9.410808331742216e-05
CDCA3	9.404388714733542e-05
STIP1	9.404388714733542e-05
CDC42	9.348164513690689e-05
ID4	9.31683578297651e-05
DUSP9	9.30942124197271e-05
MMP9	9.160808412227236e-05
RAF1	9.121093224152997e-05
RAP1A	9.118125894676924e-05
RAP1B	9.117282094978737e-05
RASSF1	9.027695214264104e-05
PRKCD	8.970718961069374e-05
PTGS2	8.904674429360465e-05
FOXO6	8.891137854814733e-05
PDPK1	8.887692800118196e-05
EFNA3	8.741133980032875e-05
EFNA4	8.712878127989698e-05
EFNA2	8.711221644436635e-05
EFNA1	8.711221644436635e-05
FOXO	8.624658997131915e-05
HPGD	8.596261266311043e-05
BRCA2	8.475902191885653e-05
CD47	8.42183288024104e-05
PLD2	8.400893068081156e-05
NME1	8.384009730182611e-05
NGF	8.305682768381963e-05
LTBP1	8.305682768381963e-05
ITGA5	8.281108064226662e-05
ITGB5	8.274028746310798e-05
TIRAP	8.272162630279105e-05
SERPINE1	8.271265504266631e-05
CBL	8.177065642953281e-05
FOXP3	8.162759919954234e-05
NLRP3	7.967250578479964e-05
PTEN	7.918531111833949e-05
TGFB1	7.829640833370276e-05
MAPT	7.723521172323947e-05
ATP1A3	7.691840010987578e-05
ATP1A4	7.688477393672978e-05
ATP1A2	7.686935518750338e-05
ATP1B2	7.686935518750338e-05
ATP1A1	7.686935518750338e-05
ATP1B3	7.686935518750338e-05
ATP1B4	7.686935518750338e-05
FXYD2	7.686935518750338e-05
WNT1	7.602227473909494e-05
VAV1	7.538287069708204e-05
PLD1	7.435559404089392e-05
PLA2G4A	7.36436164410676e-05
PRKCG	7.356184291063007e-05
ZEB2	7.291645217628867e-05
ITGAM	7.257120915648944e-05
MDM2	7.116236715724395e-05
GSK3B	7.050146559562284e-05
PLA2G4C	7.003289474207257e-05
PLA2G4F	6.953384250470996e-05
PLA2G4B	6.953384250470996e-05
PLA2G4D	6.953384250470996e-05
PLA2G4E	6.953384250470996e-05
JMJD7-PLA2G4B	6.953384250470996e-05
CCNB1	6.941634905672462e-05
ITGB2	6.940357147669108e-05
DIABLO	6.798500927640722e-05
F2R	6.709373205807815e-05
TGFBR3	6.699911403448352e-05
TOLLIP	6.695070719194395e-05
GNB1	6.664303598829891e-05
GNG13	6.568959952675988e-05
GNG7	6.568959952675988e-05
MFN2	6.512599573247401e-05
LRP6	6.495383829429e-05
ACACA	6.477233205676537e-05
SYK	6.444333516644578e-05
GNG12	6.43376903566749e-05
GNGT1	6.430998659856268e-05
GNB3	6.42968794427155e-05
GNB2	6.403363435677287e-05
GNG2	6.403363435677287e-05
GNG3	6.403363435677287e-05
ITGAL	6.375374844117758e-05
CCND2	6.360975663177737e-05
HES1	6.342019309294041e-05
TGFB3	6.338798341313976e-05
GNG11	6.335655013702363e-05
GNG10	6.335655013702363e-05
GNB5	6.335655013702363e-05
GNB4	6.335655013702363e-05
GNG5	6.335655013702363e-05
GNGT2	6.335655013702363e-05
GNG4	6.335655013702363e-05
GNG8	6.335655013702363e-05
ADCY5	6.279949470072984e-05
HES5	6.259427220658413e-05
RHOT1	6.238747449644341e-05
RHOT2	6.238747449644341e-05
TWIST1	6.191415075724809e-05
MET	6.189580291583187e-05
HBEGF	6.125877403201443e-05
UBC	5.992896924631913e-05
UBB	5.98762273180922e-05
KRT1	5.9242014172888184e-05
GAB2	5.923150488417144e-05
MYL12B	5.886396821422029e-05
PPARGC1A	5.8503356919392376e-05
ITK	5.779176931351099e-05
AIFM1	5.762237725974193e-05
WASHC1	5.683263485452359e-05
HEY2	5.6475281456519506e-05
MYL9	5.6110903871375725e-05
CALD1	5.592027847996436e-05
MIR223	5.583442061742851e-05
DTX1	5.581030564853372e-05
RBPJL	5.563917857582182e-05
PRKACA	5.479830081105415e-05
DTX4	5.475567287266085e-05
DTX2	5.475567287266085e-05
HEYL	5.475567287266085e-05
DTX3L	5.475567287266085e-05
DTX3	5.475567287266085e-05
PPP2R1B	5.461476041977673e-05
PPP2R1A	5.46085921181364e-05
ARHGAP32	5.4273436122735534e-05
SMO	5.4146484856269425e-05
PARD6A	5.388086147614233e-05
MAP3K1	5.3572726299442085e-05
PPP1CA	5.3562902810472404e-05
CBS	5.3518685158464996e-05
NFKBIA	5.316049325400733e-05
PPP1CC	5.297614291492374e-05
MYL7	5.2364607874842465e-05
MYL10	5.2364607874842465e-05
MYLPF	5.2364607874842465e-05
MYL12A	5.2364607874842465e-05
MYL2	5.2364607874842465e-05
MYL5	5.2364607874842465e-05
PRKACB	5.231132895203836e-05
PRKACG	5.230622415068084e-05
CAPN2	5.226801871008292e-05
POU5F1	5.225170715127623e-05
MYL6	5.198956828217338e-05
MYL6B	5.198956828217338e-05
CAPN1	5.1655939937728595e-05
ZFYVE9	5.1276991125727797e-05
MYL3	5.125190048420872e-05
MYL4	5.1197105970266854e-05
SLC2A1	5.07110656497571e-05
HTT	5.03169855473791e-05
DKK1	5.022299287583281e-05
ZAP70	5.001072547646133e-05
GJB2	4.980237370928353e-05
MYO1C	4.977228138667505e-05
PTH1R	4.950208598474169e-05
PTH2R	4.948436934306532e-05
TRIM27	4.941956904702351e-05
HAMP	4.939724813722507e-05
MYOD1	4.926397428359754e-05
PPP1CB	4.9128775024988964e-05
TRPV5	4.9001130330787795e-05
PREX1	4.8979303843356765e-05
PROM1	4.8769563008396035e-05
NANOG	4.8175916156278464e-05
FES	4.813397142750046e-05
HLA-DRA	4.664185996226505e-05
F10	4.609480201981236e-05
WNT4	4.57099014099857e-05
EZH2	4.569163229409296e-05
BCL3	4.5673869317625285e-05
HIPK2	4.553456795591647e-05
NDRG2	4.52698686491039e-05
MS4A2	4.4937772177927624e-05
PDGFRB	4.4620834869737955e-05
KCNJ1	4.451731934551948e-05
HIPK3	4.4427411625223015e-05
HIPK4	4.4427411625223015e-05
RALBP1	4.425862420526331e-05
KDR	4.418416951382731e-05
MIR302A	4.35982140319272e-05
NTRK2	4.351937852769808e-05
NDRG1	4.35000312863777e-05
IKBKB	4.3497974355311116e-05
EPHA2	4.344870854550034e-05
LHCGR	4.327351951068844e-05
APOE	4.3115197950229684e-05
PLCE1	4.310672043605083e-05
FBXW7	4.271178251249818e-05
LHX3	4.254886956113765e-05
ASXL1	4.2489163929067714e-05
VAV3	4.246631836690178e-05
SERPINB2	4.241315316576558e-05
ROCK1	4.2313534940139405e-05
LIN28A	4.222215997341808e-05
CDK2	4.221387298208614e-05
ATOH1	4.215764766492228e-05
